Nombre,Precios,Precios_unidad,Subcategoria,Categorias,Unidad de referencia,Marca,Supermercado,Precio_Estatus
Maquinilla Venus Extra Smooth Snap Gillette 1 ud.,9.39,9.39,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Langostino cocido ecológico Carrefou Bio 700 g.,9.39,13.41,mariscos congelados,Congelados,KILO,CARREFOUR,Carrefour,outlier
Queso mini de cabra bifidus Carrefour Extra 400 g,9.39,23.47,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Langostino crudo ecológico congelado Bio Carrefour 700 g.,9.39,13.41,pescaderia,Cuidado facial y corporal,KILO,CARREFOUR,Carrefour,outlier
Queso de cabra tierno mini Carrefour sin lactosa 425 g,9.39,22.09,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
"Crema para el cuidado facial, cuello y escote Xhekpon 40 ml.",9.39,23.471,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Bombones surtidos Merci estuche 400 g.,9.39,23.47,dulce,"Azúcar, caramelos y chocolate",KILO,MERCI,Carrefour,outlier
"Café ristretto en cápsulas Carrefour Extra compatible con Nespresso pack de 50 unidades de 5,2 g.",9.39,36.12,desayuno,"Cacao, café e infusiones",KILO,CARREFOUR,Carrefour,outlier
Crema de fresa con tequila Regidor botella 70 cl.,9.39,13.41,alcoholes,Bodega,LITRO,REGIDOR,Carrefour,outlier
Tarrito de verduritas con pollo desde 6 meses Hero Baby Buenas Noches sin gluten pack de 6 unidades 190 g.,9.39,7.83,alimentacion infantil,Bebé,KILO,HERO,Carrefour,outlier
Queso mini de cabra servilleta Carrefour 400 g,9.39,22.09,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Toallitas DODOT Azul Recambio 6x64 Uds,9.39,0.02,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Compresas para incontinencia extra Discreet Tena 20 ud.,9.39,0.47,higiene intima,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Tarrito de guisantes tiernos con jamón cocido extra desde 6 meses Hero Baby sin gluten pack de 6 unidades de 190 g.,9.39,7.83,alimentacion infantil,Bebé,KILO,HERO,Carrefour,outlier
Crema para pieles sensibles e irritadas Talquistina 50 g.,9.39,18.781,botiquin,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Tarrito de verduras con pescadilla a la crema desde 8 meses Hero Baby sin gluten pack de 6 unidades de 190 g.,9.39,7.83,alimentacion infantil,Bebé,KILO,HERO,Carrefour,outlier
"Café intenso en cápsulas Carrefour Extra compatible con Nespresso pack de 50 unidades de 5,2 g.",9.39,36.12,desayuno,"Cacao, café e infusiones",KILO,CARREFOUR,Carrefour,outlier
Ambientador de lavavajillas aroma lima y limón Finish 2 ud.,9.35,4.67,productos para cocina,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Ginebra Old Thames citrus 70 cl.,9.35,13.36,alcoholes,Bodega,LITRO,CARREFOUR,Carrefour,outlier
Valderivero Crianza 2020,9.35,9.35,vinos,Bodega,UNIDAD,VALDERIVERO,Carrefour,outlier
Aceite rosa mosqueta 100% puro ecológico Arganour 50 ml.,9.35,18.701,cuidado corporal,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
Cacao soluble sin azúcar añadido Cola Cao 700 g.,9.35,13.36,desayuno,"Cacao, café e infusiones",KILO,COLA CAO,Carrefour,outlier
Cinta dental con fluor y menta Vitis 2 ud.,9.35,4.67,higiene bucal,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Preservativos Originales Natural Plus talla XL Durex 12 ud.,9.35,0.78,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Solomillos de salmón ahumado noruego Royal pack de 2 unidades de 50 g.,9.35,93.5,pescaderia,"Aceite, especias y salsas",KILO,ROYAL,Carrefour,outlier
Biberón anticólico tetina de silicona flujo 3  1m+ Natural Response Philips Avent 260 ml.,9.29,9.29,bebe,Bebé,UNIDAD,,Carrefour,outlier
Tinte Classic 4N Castaño Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 3N Castaño Oscuro Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 1N Negro Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Miel de castaño De Nuestra Tierra 500 g.,9.29,18.58,dulce,"Azúcar, caramelos y chocolate",KILO,NUESTRA TIERRA,Carrefour,outlier
Fertilizante Universal Compo 1L,9.29,9.29,bazar,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Queso de mezcla tierno mini Carrefour pieza de 990 g,9.29,9.38,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Maca en comprimidos Sanon 100 ud.,9.29,18.581,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Detergente en polvo frescor alpino Carrefour Expert 70 lavados.,9.29,0.13,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Comida para conejos enanos Menú Aroma Vitakraft  3Kg.,9.29,3.1,conejos y roedores,Mascotas,KILO,,Carrefour,outlier
Tinte Classic 6N Rubio Oscuro Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 6D Rubio Oscuro Dorado Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Queso de cabra tierno mini Carrefour 550 g,9.29,16.89,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Tinte Classic 7D Rubio Dorado Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 7N Rubio Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 10N Rubio Platino Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 5D Castaño Claro Dorado Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 5N Castaño Claro Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Tinte Classic 8N Rubio Claro Farmatint 1 ud.,9.29,9.29,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Crema de día Iluminadora con vitamina C citrus ecológico Garnier 50 ml.,9.29,18.581,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Anna De Codorniu Brut Nature,9.25,9.25,cava y champagne,Bodega,UNIDAD,ANNA CODORNIU,Carrefour,outlier
Caldo natural de puchero Aneto sin gluten y sin lactosa pack de 2 briks de 1 l.,9.25,4.62,conservas sopas y precocinados,"Conservas, caldos y cremas",LITRO,ANETO,Carrefour,outlier
Anna De Codorniu Brut Cava,9.25,9.25,cava y champagne,Bodega,UNIDAD,ANNA CODORNIU,Carrefour,outlier
Champú anticaspa fórmula Pro-V con antioxidantes para todo tipo de cabello Nutri Pro-V Pantene 675 ml.,9.25,1.371,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Higiene íntima calmante Eucerin pack de 2 unidades de 250 ml.,9.25,1.851,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Cerveza Voll Damm doble malta pack de 12 botellas de 25 cl.,9.25,3.08,cerveza,Bodega,LITRO,,Carrefour,outlier
Melatonina Sanon sin gluten 60 ud.,9.25,28.911,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Perfume para la ropa en perlas concentrado fresh Unstoppables Lenor 285 g.,9.25,32.46,cuidado de la ropa,Limpieza y hogar,KILO,,Carrefour,outlier
Anís La Castellana dulce 70 cl.,9.25,13.21,licores y cremas,Bodega,LITRO,CASTELLANA,Carrefour,outlier
Gel bioadhesivo tratamiento gingivitis Clorhexidina Lacer 50 ml.,9.25,18.501,higiene bucal,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Chupete con tetina fisiológica SX Pro de silicona 0-6 meses Suavinex 2 ud.,9.25,4.62,puericultura,Bebé,UNIDAD,,Carrefour,outlier
Compresas para incontinencia maxi night Discreet Protect+ Tena 12 ud.,9.25,0.77,higiene intima,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Queso de oveja curado con trufa Carrefour Selección cuña 200 g,9.25,46.25,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Vino blanco ecológico Ermita D'Espiells D.O. Penedés 75 cl.,9.25,9.25,vinos,Bodega,UNIDAD,ERMITA ESPIELLS,Carrefour,outlier
Jamón de Cebo Campo Ibérico 50% Raza Ibérica cortado a cuchillo Melquiades 100 g,9.25,92.5,charcuteria,Charcutería y quesos,KILO,,Carrefour,outlier
Pack Estropajo para Vitrocerámica con Mango SCOTCH BRITE con 2 Recambios,9.25,9.25,utensilios de limpieza,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Ambientador spray automático sin aerosol aroma brisa marina Active Fresh aparato y recambio Air Wick 1 ud.,9.25,9.25,ambientadores,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Entrecot de Vacuno Carrefour El Mercado 500 g aprox,9.24,0.0,carniceria,Carne,No especificado,,Carrefour,outlier
Lomo Embuchado de Salamanca Carrefour taco de 450 g aprox,9.22,20.5,charcuteria,"Aceite, especias y salsas",KILO,CARREFOUR,Carrefour,outlier
Filete de merluza argentina sin piel 900 g,9.2,10.22,pescados congelados,Congelados,KILO,CARREFOUR,Carrefour,outlier
Lomos de Salmón Ecológico Carrefour Bio 220 g,9.2,41.82,pescados congelados,"Aceite, especias y salsas",KILO,CARREFOUR,Carrefour,outlier
Tetina anatómica flujo denso de silicona talla 2M +6m Suavinex 2 ud.,9.19,4.59,puericultura,Bebé,UNIDAD,,Carrefour,outlier
"Pañales Dodot Sensitive Recién Nacido Talla 0  (1,5-2,5 kg) 24 uds",9.19,0.38,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Tetina de silicona anatómica talla M flujo medio +6 meses Suavinex 2 ud.,9.19,4.59,puericultura,Bebé,UNIDAD,,Carrefour,outlier
Tataki fresco de lomo de vacuno El Encinar de Humienta 500 g aprox,9.16,22.9,carniceria,Carne,KILO,,Carrefour,outlier
Lendrera detección de piojos Paranix 1 ud.,9.15,9.15,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Vino dulce pedro ximénez Málaga Virgen D.O. Málaga 75 cl.,9.15,9.15,vinos,Bodega,UNIDAD,MALAGA VIRGEN,Carrefour,outlier
Lavavajillas a máquina en pastillas Classic Finish 57 ud.,9.15,0.16,productos para cocina,Limpieza y hogar,LAVADO,,Carrefour,outlier
Queso de cabra curado mini Carrefour Extra 400 g,9.15,22.87,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Queso de cabra tierno mini Carrefour 425 g,9.15,21.53,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Stick ampollas anti-fricción Compeed 8 ml.,9.15,114.371,cuidado de manos y pies,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Limpiadora hidratante Cerave 236 ml.,9.15,3.881,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Lomo de Bellota Ibérico 100 % Raza Ibérica en lonchas De Nuestra Tierra 100 g,9.15,91.5,charcuteria,Charcutería y quesos,KILO,NUESTRA TIERRA,Carrefour,outlier
Preservativos finissimo original Control 12 ud.,9.15,0.76,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Queso de oveja semicurado con romero y tomillo Carrefour Extra 450 g.,9.15,20.33,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Protege & Cuida Hidratante Protector Nivea Men 75 ml.,9.15,1.221,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Tabla de quesos gourmet Juan Luna 300 g,9.15,30.5,quesos,Charcutería y quesos,KILO,JUAN LUNA,Carrefour,outlier
Limpiador de inducción Indu Clen 450 ml.,9.15,20.33,productos para cocina,Limpieza y hogar,LITRO,,Carrefour,outlier
Detergente liquido para la ropa de bebe Frosch Baby 21 Lavados,9.09,0.43,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Pañales Carrefour Baby 0% Talla 5 (11-25 kg) 24 ud.,9.09,0.38,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Apósitos ampollas medianas Compeed 5 ud.,9.09,1.82,botiquin,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Apósitos ampollas dedos pies Compeed 8 ud.,9.09,1.14,botiquin,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Apósitos ampollas pequeñas Compeed 6 ud.,9.09,1.51,botiquin,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Pañales Carrefour Baby 0% Talla 3 (4-9 kg) 31 ud.,9.09,0.3,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Pañales Carrefour Baby 0% Talla 4 (7-18 kg) 28 ud.,9.09,0.32,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Mascarilla capilar intensiva repara & regenera con aceite de argán bío:renew Herbal Essences 450 ml.,9.09,2.021,cabello,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
Bonito del norte en aceite de oliva De Nuestra Tierra 210 g.,9.09,43.29,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,NUESTRA TIERRA,Carrefour,outlier
Queso semicurado mezcla mini García Baquero 465 g,9.05,19.46,quesos,Charcutería y quesos,KILO,GARCIA BAQUERO,Carrefour,outlier
Dentífrico de uso diario fórmula de acción blanqueadora con flúor sin alcohol sabor citrus Lacer Blanc 125 ml.,9.05,7.241,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Aceite capilar enriquecido con argán Suave & Liso Pantene Pro-V 100 ml.,9.05,9.051,cabello,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
Lavavajillas a máquina en pastillas Ultra Power Carrefour Expert 50 ud.,9.05,0.18,productos para cocina,Limpieza y hogar,LAVADO,,Carrefour,outlier
Desodorante en spray antitranspirante original protección 72h Advanced Care Dove pack de 3 unidades de 150 ml.,9.05,2.011,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Set de 8 Bayeta Multiusos de Microfibra VILEDA Colors,9.05,1.13,utensilios de limpieza,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Enjuague bucal Oral Kin Zero pack de 2 unidades de 500 ml.,9.05,0.901,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Conejo troceado Calidad y Origen Carrefour 1 Kg aprox,9.05,9.05,carniceria,Carne,UNIDAD,,Carrefour,outlier
Aceite de oliva virgen extra Hacendado,28.8,9.6,Aceite de oliva,"Aceite, vinagre y sal",l,Marca blanca,Mercadona,outlier
Aceite de oliva virgen extra Hacendado,9.65,9.65,Aceite de oliva,"Aceite, vinagre y sal",l,Marca blanca,Mercadona,outlier
Aceite de oliva virgen Hacendado,26.3,8.77,Aceite de oliva,"Aceite, vinagre y sal",l,Marca blanca,Mercadona,outlier
Aceite de oliva suave Hacendado,23.9,7.97,Aceite de oliva,"Aceite, vinagre y sal",l,Marca blanca,Mercadona,outlier
Aceite de oliva intenso Hacendado,23.9,7.97,Aceite de oliva,"Aceite, vinagre y sal",l,Marca blanca,Mercadona,outlier
Refresco Coca-Cola,9.72,2.45,Cola clásica,Refresco de cola,l,Otras marcas,Mercadona,outlier
Refresco Coca-Cola Zero azúcar,9.72,2.45,Cola zero,Refresco de cola,l,Otras marcas,Mercadona,outlier
Refresco Coca-Cola Zero Zero,9.72,2.45,Cola zero,Refresco de cola,l,Otras marcas,Mercadona,outlier
Refresco Coca-Cola Zero Zero,9.72,2.45,Cola sin cafeína,Refresco de cola,l,Otras marcas,Mercadona,outlier
Preparado lácteo crecimiento Peques 3 Puleva,11.7,1.95,Leche,Alimentación infantil,l,Otras marcas,Mercadona,outlier
Preparado lácteo con cereales crecimiento Peques 3 Puleva,11.7,1.95,Leche,Alimentación infantil,l,Otras marcas,Mercadona,outlier
Leche para lactantes en polvo 1 Nativa Nestlé,11.9,14.88,Leche en polvo,Alimentación infantil,kg,Otras marcas,Mercadona,outlier
Leche de continuación en polvo 2 Nativa Nestlé,11.9,14.88,Leche en polvo,Alimentación infantil,kg,Otras marcas,Mercadona,outlier
Leche para lactantes en polvo 1 Nidina Nestlé,14.95,18.69,Leche en polvo,Alimentación infantil,kg,Otras marcas,Mercadona,outlier
Leche de continuación en polvo 2 Nidina Nestlé,15.95,19.94,Leche en polvo,Alimentación infantil,kg,Otras marcas,Mercadona,outlier
Pañales bebé talla 1 de 2-5 kg Dodot,11.0,0.25,Pañal talla de 0 a 3,Toallitas y pañales,ud,Otras marcas,Mercadona,outlier
Pañales bebé talla 2 de 4-8 kg Dodot,17.5,0.3,Pañal talla de 0 a 3,Toallitas y pañales,ud,Otras marcas,Mercadona,outlier
Pañales bebé talla 3 de 6-10 kg Dodot,17.5,0.31,Pañal talla de 0 a 3,Toallitas y pañales,ud,Otras marcas,Mercadona,outlier
Pañales bebé talla 4 de 9-15 kg Deliplus,17.25,0.17,Pañal talla de 4 a XL,Toallitas y pañales,ud,Marca blanca,Mercadona,outlier
Pañales bebé talla 4 de 9-14 kg Dodot,15.75,0.27,Pañal talla de 4 a XL,Toallitas y pañales,ud,Otras marcas,Mercadona,outlier
Pañales bebé talla 5 de 13-18 kg Deliplus,17.85,0.2,Pañal talla de 4 a XL,Toallitas y pañales,ud,Marca blanca,Mercadona,outlier
Pañales bebé talla 5 de 11-16 kg Dodot,15.75,0.29,Pañal talla de 4 a XL,Toallitas y pañales,ud,Otras marcas,Mercadona,outlier
Pañales bebé talla 6 de 13-19 kg Dodot,12.5,0.35,Pañal talla de 4 a XL,Toallitas y pañales,ud,Otras marcas,Mercadona,outlier
Pañal junior talla S de 50-80 cm Deliplus,11.0,0.55,Pañal talla de 4 a XL,Toallitas y pañales,ud,Marca blanca,Mercadona,outlier
Pañal junior braguita noche infantil Deliplus de 17-30 kg,10.65,0.67,Bañador y braguita,Toallitas y pañales,ud,Marca blanca,Mercadona,outlier
Pañal junior braguita noche infantil Deliplus de 27-57 kg,10.65,0.82,Bañador y braguita,Toallitas y pañales,ud,Marca blanca,Mercadona,outlier
Cerveza tostada Turia,9.6,2.42,Cerveza lata,Cerveza,l,Otras marcas,Mercadona,outlier
Cerveza Amstel,10.02,1.67,Cerveza botella y botellín,Cerveza,l,Otras marcas,Mercadona,outlier
Vermouth bianco Martini,10.2,10.2,Vermouth y aperitivos,Licores,l,Otras marcas,Mercadona,outlier
Vermouth rosso Martini,10.2,10.2,Vermouth y aperitivos,Licores,l,Otras marcas,Mercadona,outlier
Aperitivo Aperol,13.4,19.14,Vermouth y aperitivos,Licores,l,Otras marcas,Mercadona,outlier
Bitter Campari,15.2,21.71,Vermouth y aperitivos,Licores,l,Otras marcas,Mercadona,outlier
Ginebra London Dry Gin Larios,11.85,11.85,Ginebra,Licores,l,Otras marcas,Mercadona,outlier
Ginebra London Dry Gin Beefeater,12.95,18.5,Ginebra,Licores,l,Otras marcas,Mercadona,outlier
Ginebra Dry Gin Seagram's,15.95,22.79,Ginebra,Licores,l,Otras marcas,Mercadona,outlier
Ginebra London Dry Gin Tanqueray,15.0,21.43,Ginebra,Licores,l,Otras marcas,Mercadona,outlier
Bebida espirituosa centenario Terry,9.1,9.1,Brandy,Licores,l,Otras marcas,Mercadona,outlier
Brandy de Jerez solera gran reserva Convidado de Baco,9.9,14.14,Brandy,Licores,l,Otras marcas,Mercadona,outlier
Whisky escocés Cutty Sark,11.55,16.5,Whisky,Licores,l,Otras marcas,Mercadona,outlier
Whisky escocés Ballantine's,12.45,17.79,Whisky,Licores,l,Otras marcas,Mercadona,outlier
Whisky escocés Red Label Johnnie Walker,16.5,23.57,Whisky,Licores,l,Otras marcas,Mercadona,outlier
Whisky escocés J&B,13.5,19.29,Whisky,Licores,l,Otras marcas,Mercadona,outlier
Whisky escocés Black Label Johnnie Walker,28.95,41.36,Whisky,Licores,l,Otras marcas,Mercadona,outlier
Ron añejo Negrita,9.25,13.21,Ron,Licores,l,Otras marcas,Mercadona,outlier
Ron dominicano añejo Ron Barceló,15.45,22.07,Ron,Licores,l,Otras marcas,Mercadona,outlier
Ron caribeño sabor coco Malibu,12.6,18.0,Ron,Licores,l,Otras marcas,Mercadona,outlier
Ron viejo La Recompensa,9.5,13.57,Ron,Licores,l,Otras marcas,Mercadona,outlier
Anís seco Cassalla Cerveró,11.75,11.75,Anís,Licores,l,Otras marcas,Mercadona,outlier
Anís seco Tenis,12.3,12.3,Anís,Licores,l,Otras marcas,Mercadona,outlier
Licor de anís Ricard Pastis de Marseille,12.7,18.14,Anís,Licores,l,Otras marcas,Mercadona,outlier
Anís seco Limiñana,10.2,10.2,Anís,Licores,l,Otras marcas,Mercadona,outlier
Licor de hierbas Jägermeister,14.5,20.71,Otros licores,Licores,l,Otras marcas,Mercadona,outlier
Tequila Gold Santa Concepción,10.5,15.0,Otros licores,Licores,l,Otras marcas,Mercadona,outlier
Sidra asturiana El Mayu,10.8,3.6,Sidra,Sidra y cava,l,Otras marcas,Mercadona,outlier
Cava brut Anna Codorníu,9.35,12.47,Cava brut,Sidra y cava,l,Otras marcas,Mercadona,outlier
Cacao soluble ColaCao original,15.99,6.4,Cacao soluble,Cacao soluble y chocolate a la taza,kg,Otras marcas,Mercadona,outlier
Cacao soluble instantáneo Nesquik,11.99,4.44,Cacao soluble,Cacao soluble y chocolate a la taza,kg,Otras marcas,Mercadona,outlier
Foie gras de pato fresco Martiko,9.45,70.0,Pavo y otras aves,Aves y pollo,kg,Otras marcas,Mercadona,outlier
Magret de pato,9.12,24.0,Pavo y otras aves,Aves y pollo,kg,Otras marcas,Mercadona,outlier
Chuletas cordero de lechal congeladas,12.65,23.0,Carne congelada,Carne congelada,kg,Otras marcas,Mercadona,outlier
Conejo entero,9.82,7.55,Conejo,Conejo y cordero,kg,Otras marcas,Mercadona,outlier
Chuletas de cordero palo y riñonada,19.38,25.5,Cordero,Conejo y cordero,kg,Otras marcas,Mercadona,outlier
Chuletas de cordero mixtas,17.0,20.0,Cordero,Conejo y cordero,kg,Otras marcas,Mercadona,outlier
Chuletas de cordero pierna,13.6,17.0,Cordero,Conejo y cordero,kg,Otras marcas,Mercadona,outlier
Chuletas de cordero paletilla,11.07,20.5,Cordero,Conejo y cordero,kg,Otras marcas,Mercadona,outlier
Lomo de vacuno añojo para plancha,9.25,18.5,Vacuno,Vacuno,kg,Otras marcas,Mercadona,outlier
Solomillo de vacuno añojo para plancha,11.07,36.9,Vacuno,Vacuno,kg,Otras marcas,Mercadona,outlier
Entrecot de vacuno añojo fino para barbacoa o plancha,11.1,22.2,Vacuno,Vacuno,kg,Otras marcas,Mercadona,outlier
Entrecot de vacuno angus para barbacoa o plancha,11.22,34.0,Vacuno,Vacuno,kg,Otras marcas,Mercadona,outlier
Chuletón de vacuno añojo para barbacoa o plancha,10.45,19.0,Vacuno,Vacuno,kg,Otras marcas,Mercadona,outlier
Salchichón cular ibérico extra La Hacienda del ibérico,11.44,13.95,Salchichón,Embutido curado,kg,Otras marcas,Mercadona,outlier
Salchichón de bellota ibérico La Hacienda del Ibérico,21.9,21.9,Salchichón,Embutido curado,kg,Otras marcas,Mercadona,outlier
Chorizo cular ibérico extra La Hacienda del ibérico,13.67,13.95,Chorizo,Embutido curado,kg,Otras marcas,Mercadona,outlier
Chorizo de bellota ibérico extra cular Juan del Roble,25.18,21.9,Chorizo,Embutido curado,kg,Otras marcas,Mercadona,outlier
Caña de lomo cebo ibérico La Hacienda del ibérico,17.3,34.6,Lomo y otros,Embutido curado,kg,Otras marcas,Mercadona,outlier
Lomo de bellota ibérico Juan del Roble,85.5,45.0,Lomo y otros,Embutido curado,kg,Otras marcas,Mercadona,outlier
Caña de lomo cebo ibérico La Hacienda del ibérico,55.36,34.6,Lomo y otros,Embutido curado,kg,Otras marcas,Mercadona,outlier
Jamón bellota ibérico cortado a cuchillo,12.15,135.0,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Jamón bellota ibérico 100% cortado a cuchillo,14.4,160.0,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Jamón serrano Incarlopsa,58.0,7.63,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Paleta de cebo ibérica La Hacienda del Ibérico,58.0,10.76,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Jamón de cebo ibérico La Hacienda del Ibérico,136.0,16.0,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Jamón de bellota ibérico 50% La Hacienda del Ibérico,391.5,43.5,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Jamón bellota ibérico 100% Covap,481.5,53.5,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Paleta de cerdo curada Incarlopsa,30.0,7.32,Jamón serrano,Jamón serrano,kg,Otras marcas,Mercadona,outlier
Queso curado mezcla Hacendado,17.6,10.8,Queso curado,"Queso curado, semicurado y tierno",kg,Marca blanca,Mercadona,outlier
Queso curado mezcla Hacendado,11.32,10.95,Queso curado,"Queso curado, semicurado y tierno",kg,Marca blanca,Mercadona,outlier
Queso viejo tostado mezcla Hacendado,21.16,12.9,Queso curado,"Queso curado, semicurado y tierno",kg,Marca blanca,Mercadona,outlier
Queso viejo de oveja Hacendado,20.87,13.55,Queso curado,"Queso curado, semicurado y tierno",kg,Marca blanca,Mercadona,outlier
Queso semicurado mezcla Hacendado,14.17,9.2,Queso semicurado,"Queso curado, semicurado y tierno",kg,Marca blanca,Mercadona,outlier
Queso semicurado mezcla Hacendado,10.58,9.8,Queso semicurado,"Queso curado, semicurado y tierno",kg,Marca blanca,Mercadona,outlier
Queso tierno tronchón mezcla Montesinos,12.78,10.65,Queso tierno,"Queso curado, semicurado y tierno",kg,Otras marcas,Mercadona,outlier
Queso tierno mezcla Hacendado,10.25,8.4,Queso tierno,"Queso curado, semicurado y tierno",kg,Marca blanca,Mercadona,outlier
Chuletas cordero de lechal congeladas,12.65,23.0,Carne,Carne,kg,Otras marcas,Mercadona,outlier
Gambón congelado,985.05,9.95,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Gambón congelado,985.05,9.95,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Gambón grande congelado,17.9,8.95,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Gambón grande congelado,17.9,8.95,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Alistado pequeño congelado,1435.5,14.5,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Alistado pequeño congelado,1435.5,14.5,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Alistado pequeño Hacendado congelado,13.5,13.5,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Alistado pequeño Hacendado congelado,13.5,13.5,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Alistado mediano congelado,2965.05,29.95,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Alistado mediano congelado,2965.05,29.95,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Alistado mediano Hacendado congelado,28.95,28.95,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Alistado mediano Hacendado congelado,28.95,28.95,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
