Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio
L108,Mousse de chocolate con leche Caprichoso Dia pack 4 x 60 g,Yogures y postres,Gelatinas y otros postres,KILO,4.21,1.01
L108,Flan de huevo al baño maría Dhul pack 4 x 110 g,Yogures y postres,Natillas y flan,KILO,6.57,2.89
L108,Refresco de cola clásica Coca-Cola botella 2 x 2 l,"Agua, refrescos y zumos",Cola,LITRO,0.98,3.9
L108,Flan de huevo con caramelo Caprichoso Dia pack 4 x 100 g,Yogures y postres,Natillas y flan,KILO,3.38,1.35
L108,Refresco de cola clásica Coca-Cola lata 12 x 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.64,10.44
L108,Tarta de queso cremosa Dhul pack 2 x 100 g,Yogures y postres,Gelatinas y otros postres,KILO,10.95,2.19
L108,Yogur griego lima-limón Danone pack 4 x 115 g,Yogures y postres,Griegos y mousse,KILO,3.24,1.49
L108,Natillas de vainilla alta en proteínas Danone pack 4 x 120 g,Yogures y postres,Natillas y flan,KILO,4.77,2.29
L109,Pipas G con sal Grefusa bolsa 165 g,"Patatas fritas, encurtidos y frutos secos",Frutos secos,KILO,10.61,1.75
L109,Yemas de espárragos gruesos Carretilla lata 135 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,28.81,3.89
L109,Guisantes muy finos Bonduelle lata 3 x 140 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,8.55,3.59
L109,Patatas fritas gourmet Lay's bolsa 170 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,16.41,2.79
L109,Coliflor natural Ybarra frasco 400 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,4.88,1.95
L109,Palomitas sabor mantequilla Snack Maniac de Dia bolsa 80 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,9.38,0.75
L109,Aperitivos de maíz dianitos Dia bolsa 80 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,9.38,0.75
L109,Refresco de limón 6% zumo con gas Upss Dia botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.46,0.92
L109,Espárragos blancos extra calibre grueso 8/12 piezas Carretilla frasco 205 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,17.02,3.49
L109,Puré de patatas con leche Maggi caja 230 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,11.26,2.59
L109,Nuez pelada Borges bolsa 130 g,"Patatas fritas, encurtidos y frutos secos",Frutos secos,KILO,21.85,2.84
L109,Caldo de cocido Al Punto Dia brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,0.9,0.9
L109,Banderillas dulces Vegecampo de Dia frasco 140 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,10,1.4
L109,Aceitunas rellenas de anchoa Vegecampo de Dia lata 3 x 50 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,10.67,1.6
L109,Refresco de limón Fanta lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,2.27,0.75
L109,Refresco de limón Fanta botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.9,1.79
L109,Aceitunas verdes rellenas de anchoas La española lata 3 x 50 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,25.67,3.85
L109,Palomitas al punto de sal microondas Popitas caja 300 g,"Patatas fritas, encurtidos y frutos secos",Frutos secos,KILO,7.97,2.39
L109,Pepinillo sabor anchoa Rioverde frasco 180 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,9.39,1.69
L109,Pipas G tijuana Grefusa bolsa 165 g,"Patatas fritas, encurtidos y frutos secos",Frutos secos,KILO,10.61,1.75
L109,Judión cocido Legumbres La Asturiana frasco 400 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,6.38,2.55
L109,Patatas fritas sabor ketchup Ruffles bolsa 150 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,13.27,1.99
L109,Cardo Vegecampo de Dia frasco 400 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,4.25,1.7
L109,Acelgas Vegecampo de Dia frasco 425 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,4.12,1.75
L109,Guisantes muy finos Vegecampo de Dia lata 3 x 140 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,5.69,2.39
L109,Guisantes con zanahorias Vegecampo de Dia lata 3 x 130 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,6.38,2.49
L109,Patatas fritas Santa Ana bolsa 150 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,11.67,1.75
L109,Aperitivo de maíz horneado sabor a queso Cheetos bolsa 130 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,14.54,1.89
L109,Puré de patatas Maggi caja 230 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,10.39,2.39
L109,Caldo de pollo casero Al Punto Dia brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,0.8,0.8
L110,Agua mineral con gas Dia botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.27,0.41
L110,Pasta oriental sabor curry Maggi sobre 71 g,Pizzas y platos preparados,Comida internacional,KILO,12.68,0.9
L110,Tortillas de trigo Old El Paso bolsa 244 g,Pizzas y platos preparados,Comida internacional,KILO,9.63,2.35
L110,Refresco de fresa Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L110,Agua mineral natural Font Vella botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.49,0.73
L110,Refresco de cola zero Coca-Cola botella 500 ml,"Agua, refrescos y zumos",Cola,LITRO,2.9,1.45
L110,Gazpacho Al Punto Dia brik 3 x 330 ml,Pizzas y platos preparados,Gazpachos y salmorejos,LITRO,1.97,1.95
L110,Refresco de limón 6% zumo con gas Upss Dia botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.46,0.92
L110,Refresco de cola zero Coca-Cola botella 2 x 2 l,"Agua, refrescos y zumos",Cola,LITRO,0.98,3.9
L110,Refresco de cola zero Coca-Cola botella 1.25 l,"Agua, refrescos y zumos",Cola,LITRO,1,1.25
L110,Refresco de cola zero Coca-Cola lata 12 x 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.64,10.44
L110,Agua mineral natural Cabreiroá botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.53,0.79
L110,Refresco de cola clásica Pepsi botella 1.75 l,"Agua, refrescos y zumos",Cola,LITRO,0.97,1.69
L110,Refresco de cola clásica Pepsi lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.39,0.79
L110,Refresco de cola clásica Coca-Cola botella 1.25 l,"Agua, refrescos y zumos",Cola,LITRO,1,1.25
L110,Refresco de cola sin cafeína Coca-Cola lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.7,0.89
L110,Refresco de cola light Coca-Cola lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.7,0.89
L110,Refresco de limón Fanta lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,2.27,0.75
L110,Refresco de limón Fanta botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.9,1.79
L110,Agua mineral con gas Vichy botella 1 l,"Agua, refrescos y zumos",Agua,LITRO,1.49,1.49
L110,Agua mineral natural Font Vella botella 2 l,"Agua, refrescos y zumos",Agua,LITRO,0.49,0.97
L110,Albóndigas Al Punto Dia lata 415 g,Pizzas y platos preparados,Precocinados envasados,KILO,4.05,1.68
L110,Refresco de cola clásica Coca-Cola lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.7,0.89
L110,Refresco de cola clásica Coca-Cola botella 2 l,"Agua, refrescos y zumos",Cola,LITRO,1,1.99
L110,Refresco en polvo sabor naranja Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L110,Refresco en polvo sabor tropical Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L110,Agua mineral natural Solán de Cabras garrafa 5 l,"Agua, refrescos y zumos",Agua,LITRO,0.54,2.69
L110,Refresco de cola clásica Pepsi botella 2 x 1.75 l,"Agua, refrescos y zumos",Cola,LITRO,0.94,3.3
L110,Bitter Kas lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,3,0.99
L110,Fabada asturiana Litoral lata 420 g,Pizzas y platos preparados,Precocinados envasados,KILO,5.95,2.5
L111,Cerveza especial negra Ramblers de Dia lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas especiales,LITRO,1.61,0.53
L111,Zumo de naranja exprimida con pulpa Don Simón brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.95,2.95
L111,Refresco de fresa Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L111,Tinto de verano con limón Dia botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,0.8,1.2
L111,Tinto de verano limón La Casera botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,1.53,2.29
L111,Tinto de verano clásico Dia botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,0.8,1.2
L111,Cerveza sabor limón shandy sin alcohol Ramblers de Dia lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,1.06,0.35
L111,Néctar light tropical Juver Disfruta brik 2 l,"Agua, refrescos y zumos",Zumos,LITRO,1.68,3.35
L111,Tónica Schweppes botella 1 l,"Agua, refrescos y zumos",Tónicas,LITRO,1.9,1.9
L111,Cerveza especial Ambar lata 50 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.58,1.29
L111,Cerveza Estrella damm lata 12 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.42,9.59
L111,Zumo de piña 100% Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.25,1.25
L111,Refresco de té al limón Upss Dia lata 33 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.52,0.5
L111,Refresco de té al limón Nestea botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.33,1.99
L111,Cerveza Estrella damm lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.58,0.85
L111,Bebida de frutas con leche tropical Zumosfera de Dia brik 3 x 330 ml,"Agua, refrescos y zumos",Zumos,LITRO,1.01,1
L111,Sangría Don Simón botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,1.39,2.09
L111,Refresco en polvo sabor naranja Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L111,Refresco en polvo sabor tropical Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L111,Cerveza San Miguel botella 12 x 25 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.13,6.39
L111,Cerveza clásica Mahou botella 12 x 25 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.16,6.48
L111,Bebida refrescante de limón Aquarius botella 500 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.9,1.45
L111,Cerveza Mahou 5 Estrellas lata 12 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.52,9.96
L111,Bitter Kas lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,3,0.99
L111,Néctar de pera selección Granini botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.69,2.69
L111,Mosto tinto Greip botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.59,2.59
L111,Sangría Dia botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,1.07,1.6
L111,Cerveza triple zero Ambar lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas sin alcohol,LITRO,2.27,0.75
L111,Cerveza especial Ambar lata 9 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.49,7.39
L111,Tónica zero Schweppes lata 33 cl,"Agua, refrescos y zumos",Tónicas,LITRO,2.88,0.95
L112,Whisky J&b botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,17.13,11.99
L112,Cava semiseco Freixenet Carta Nevada botella 3 x 20 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,11.58,6.95
L112,Vino rosado lambrusco Dante botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,2.87,2.15
L112,Cava brut Freixenet Cordón Negro botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,10.65,7.99
L112,Cava semiseco Freixenet Carta Nevada botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,9.27,6.95
L112,Vino tinto crianza D.O. Madrid Puerta de Alcalá botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,5.93,4.45
L112,Whisky bourbon Jim Beam botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,22.07,15.45
L112,Vino tinto gran reserva D.O. Valdepeñas Viña Albalí botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,7,5.25
L112,Vino tinto Castillo de Velasco garrafa 2 l,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,1.3,2.6
L112,Vino blanco Castillo de Velasco garrafa 2 l,"Cervezas, vinos y bebidas con alcohol",Vino blanco,LITRO,1.3,2.6
L112,Licor de anís dulce Del mono botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Cremas y licores,LITRO,11.84,8.29
L112,Whisky red label Johnnie Walker botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,20.7,14.49
L112,Vino blanco semidulce D.O. Rioja Señorío de Ondas botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino blanco,LITRO,3.99,2.99
L112,Vino tinto crianza D.O. Ribera del Duero Altos del Tamarón botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,8.65,6.49
L112,Vodka Absolut botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ginebra y vodka,LITRO,21.41,14.99
L112,Whisky 8 años Dyc botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,20.13,14.09
L112,Vino tinto D.O. Ribera del Duero Viña Mayor botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,10.33,7.75
L112,Licor de crema whisky original Baileys botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Cremas y licores,LITRO,22.13,15.49
L112,Tónica Schweppes botella 1 l,"Agua, refrescos y zumos",Tónicas,LITRO,1.9,1.9
L112,Vino tinto Cumbre de Gredos brik 1 l,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,1.69,1.69
L112,Vino blanco Cumbre de Gredos brik 1 l,"Cervezas, vinos y bebidas con alcohol",Vino blanco,LITRO,1.69,1.69
L112,Vino blanco verdejo D.O. Valdepeñas  Molinos botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino blanco,LITRO,3,2.25
L112,Vino tinto D.O. Valdepeñas Molinos botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,3,2.25
L112,Vino blanco semidulce D.O. Rioja Diamante botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino blanco,LITRO,5.73,4.3
L112,Ron de coco Malibú botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,17.99,12.59
L112,Licor de avellanas Frangelico botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Cremas y licores,LITRO,20.84,14.59
L112,Vino tinto roble D.O. Ribera del Duero Altos de Tamarón botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,8.53,6.4
L112,Vino tinto crianza D.O. Rioja Cvne botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,9.27,6.95
L112,Vino tinto crianza D.O. Rioja Lagunilla botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,9.99,7.49
L112,Ginebra Gordon's botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ginebra y vodka,LITRO,15.7,10.99
L113,Empanadillas de atún MSC La cocinera caja 312 g,Congelados,Croquetas y rebozados,KILO,15.99,4.99
L113,Pizza speciale Dr. Oetker Ristorante caja 330 g,Congelados,"Pizzas, bases y masas",KILO,11.79,3.89
L113,Helado mini bombón almendras 6 unidades Magnum caja 276 g,Congelados,Helados y hielo,KILO,18.08,4.99
L113,Zumo de naranja exprimida con pulpa Don Simón brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.95,2.95
L113,Leche crecimiento Puleva brik 1 l,Bebé,Leche infantil,LITRO,1.95,1.95
L113,Papilla líquida 8 cereales con galleta y leche continuación Nestlé brik 2 x 250 ml,Bebé,Papilla,LITRO,5.18,2.59
L113,Mini pizzas jamón y queso Al Punto Dia caja 270 g,Congelados,"Pizzas, bases y masas",KILO,9.22,2.49
L113,Hielo en cubitos bolsa 2 Kg,Congelados,Helados y hielo,KILO,0.5,0.99
L113,Pizza reina 2 unidades Al Punto Dia caja 700 g,Congelados,"Pizzas, bases y masas",KILO,4.84,3.39
L113,Mini pizzas de jamón y queso Buitoni Piccolinis caja 270 g,Congelados,"Pizzas, bases y masas",KILO,16.26,4.39
L113,Néctar light tropical Juver Disfruta brik 2 l,"Agua, refrescos y zumos",Zumos,LITRO,1.68,3.35
L113,Leche peques3 crecimiento con omega Puleva brik 1 l,Bebé,Leche infantil,LITRO,1.95,1.95
L113,Helado cono de nata y caramelo 4 unidades Temptation de Dia caja 272 g,Congelados,Helados y hielo,KILO,6.58,1.79
L113,Pizza boloñesa Al Punto Dia caja 375 g,Congelados,"Pizzas, bases y masas",KILO,6.64,2.49
L113,Filete de merluza del cabo sin piel MSC Mari Marinera de Dia bolsa 600 g,Congelados,Pescado y marisco,KILO,8.82,5.29
L113,Anguriñas Pescanova bandeja 200 g,Congelados,Pescado y marisco,KILO,9.45,1.89
L113,Zumo de piña 100% Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.25,1.25
L113,Filetes de merluza sin piel baby Pescanova bolsa 400 g,Congelados,Pescado y marisco,KILO,12.98,5.19
L113,Corazones de merluza Pescanova caja 500 g,Congelados,Pescado y marisco,KILO,13.58,6.79
L113,Bebida de frutas con leche tropical Zumosfera de Dia brik 3 x 330 ml,"Agua, refrescos y zumos",Zumos,LITRO,1.01,1
L113,Rollitos de primavera Al Punto Dia caja 450 g,Congelados,Croquetas y rebozados,KILO,6.64,2.99
L113,Helado mini bombón mix Magnum caja 6 + 2 uds 356 g,Congelados,Helados y hielo,KILO,14.02,4.99
L113,Pannini 4 quesos Dr. Oetker caja 250 g,Congelados,"Pizzas, bases y masas",KILO,13.56,3.39
L113,Filetes de bacalao Pescanova bandeja 400 g,Congelados,Pescado y marisco,KILO,19.48,7.79
L113,Néctar de pera selección Granini botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.69,2.69
L113,Mosto tinto Greip botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.59,2.59
L113,Preparado de paella con caldo Mari Marinera de Dia bandeja 500 g,Congelados,Pescado y marisco,KILO,6.98,3.49
L113,Nuggets La cocinera caja 350 g,Congelados,Carne y pollo,KILO,14.26,4.99
L113,Helado bombón almendras 3 + 1 unidades Magnum caja 300 g,Congelados,Helados y hielo,KILO,13.3,3.99
L113,Pizza bacon y atún Al Punto Dia caja 400 g,Congelados,"Pizzas, bases y masas",KILO,6.23,2.49
L114,Pañales 13-19 kg talla 6 Dodot bolsa 36 unidades,Bebé,Pañales y toallitas,UNIDAD,0.39,14
L114,Crema de día hidratante nutritiva piel seca/sensible Diadermine frasco 50 ml,"Perfumería, higiene, salud","Limpieza facial, crema facial",100 ML.,20.98,10.49
L114,Crema antiarrugas contorno de ojos Q10 Nivea caja 15 ml,"Perfumería, higiene, salud","Limpieza facial, crema facial",100 ML.,66.6,9.99
L114,Postre lacteo fresa Nestlé Yogolino pack 4 x 100 g,Bebé,"Yogures, bolsitas de frutas y snacks",KILO,7.38,2.95
L114,Crema facial hydra 5 acciones Men Expert frasco 50 ml,"Perfumería, higiene, salud","Limpieza facial, crema facial",100 ML.,15.98,7.99
L114,Puré verduritas con pollo Hero frasco 380 g,Bebé,Potitos y tarritos,KILO,7.87,2.99
L114,Crema suavizante color vive cabello teñido Elvive bote 250 ml,"Perfumería, higiene, salud",Acondicionadores y mascarillas,100 ML.,1.32,3.29
L114,Puré guisantes con jamón Hero frasco 380 g,Bebé,Potitos y tarritos,KILO,7.87,2.99
L114,Laca fijación extrafuerte todo tipo de cabello Fixpray spray 400 ml,"Perfumería, higiene, salud",Espumas y fijadores,100 ML.,0.96,3.85
L114,Bebida refrescante de limón Aquarius botella 500 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.9,1.45
L114,Champú fresco y fuerte cabello normal Timotei botella 400 ml,"Perfumería, higiene, salud",Champú,100 ML.,0.99,3.95
L114,Bebida refrescante aromatizada cítrico Get move de Dia lata 330 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.36,0.45
L114,Crema de día antiarrugas spf 15 Nivea frasco 50 ml,"Perfumería, higiene, salud","Limpieza facial, crema facial",100 ML.,18.98,9.49
L114,Bebida refrescante de limón Aquarius lata 330 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.7,0.89
L114,Postre lácteo de plátano Nestlé Yogolino pack 4 x 100 g,Bebé,"Yogures, bolsitas de frutas y snacks",KILO,7.38,2.95
