Nombre,Precio,Precio_unidad_outlayers,categoria,categoria_producto,subcategoria,Marca,Unidad_medida,Supermercado,Precio_unit
Pegamento Súper-Glue Loctite 5 gr,8.49,1.698,limpieza y hogar,Limpieza y hogar,bazar,,KILO,Carrefour,1.698
Queso tierno El Ventero cuña de 400 g,8.49,21.23,productos frescos,Charcutería y quesos,quesos,VENTERO,KILO,Carrefour,21.23
Copa menstrual talla 2 protección duradera Carrefour Soft 1 ud.,8.49,8.49,perfumeria e higiene,Cuidado facial y corporal,higiene intima,CARREFOUR,UNIDAD,Carrefour,8.49
Copa menstrual talla 1 protección duradera Carrefour Soft 1 ud.,8.49,8.49,perfumeria e higiene,Cuidado facial y corporal,higiene intima,CARREFOUR,UNIDAD,Carrefour,8.49
Colutorio bucal tratamiento periodontal Perio-Aid 500 ml.,8.49,1.701,parafarmacia,Cuidado facial y corporal,higiene bucal,,100 ML,Carrefour,1.701
Dentífrico control Duplo Parogencyl pack de 2 unidades de 125 ml.,8.49,3.401,perfumeria e higiene,Cuidado facial y corporal,boca y sonrisa,,100 ML,Carrefour,3.401
Pollo al ajillo con patatas asadas Carretilla sin gluten 2 unidades de 250 g.,8.49,16.98,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CARRETILLA,KILO,Carrefour,16.98
Maquinillas desechables Sensor3 Gillette 8 ud.,8.49,1.06,perfumeria e higiene,Cuidado facial y corporal,depilacion y afeitado,,UNIDAD,Carrefour,1.06
"Queso curado mezcla García Baquero cuña de 1/8, 370 g aprox",8.47,22.9,productos frescos,Charcutería y quesos,quesos,GARCIA BAQUERO,KILO,Carrefour,22.9
Paletilla de conejo Calidad y Origen Carrefour 500 g aprox,8.47,16.95,productos frescos,Carne,carniceria,CYO,KILO,Carrefour,16.95
Apositos ampollas surtido Compeed 6 ud.,8.45,1.69,parafarmacia,Fitoterapia y parafarmacia,botiquin,,UNIDAD,Carrefour,1.69
Champú cuidado clásico fórmula Pro-V con antioxidantes para cabello normal y mixto Nutri-Plex Pantene 675 ml.,8.45,1.251,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,1.251
Champú repara & protege fórmula Pro-V con antioxidantes para cabello débil y dañado Nutri-Plex Pantene 675 ml.,8.45,1.251,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,1.251
Champú suave & liso fórmula Pro-V con antioxidantes para cabello encrespado y rebelde Nutri-Plex Pantene 675 ml.,8.45,1.251,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,1.251
Vermut Yzaguirre blanco 1 l.,8.45,8.45,bebidas,Bodega,alcoholes,YZAGUIRRE,LITRO,Carrefour,8.45
Vermut Yzaguirre rojo 1 l.,8.45,8.45,bebidas,Bodega,alcoholes,YZAGUIRRE,LITRO,Carrefour,8.45
Champú rizos definidos fórmula Pro-V con antioxidantes para cabello encrespado y rebelde Nutri Pro-V Pantene 675 ml.,8.45,1.251,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,1.251
Champú fortificante largo infinito fórmula Pro-V con niacinamida + vitamina E para cabello con puntas abiertas Nutri-Plex Pantene 675 ml.,8.45,1.251,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,1.251
Apositos ampollas extreme Compeed 5 ud.,8.45,1.69,parafarmacia,Fitoterapia y parafarmacia,botiquin,,UNIDAD,Carrefour,1.69
"Champú, acondicionador y tratamiento 3en1 Suave & Liso Nutri Pro-V Pantene 600 ml.",8.45,1.411,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,1.411
Café molido tueste classico Illy bote 250 g.,8.45,33.8,la despensa,"Cacao, café e infusiones",desayuno,ILLY,KILO,Carrefour,33.8
Café molido tueste intenso Illy bote 250 g.,8.45,33.8,la despensa,"Cacao, café e infusiones",desayuno,ILLY,KILO,Carrefour,33.8
"Pack 3 botellas vino tinto joven tempranillo Cune D.O. Ca Rioja 18,7 cl.",8.45,8.45,bebidas,Bodega,vinos,CUNE,UNIDAD,Carrefour,8.45
Alcachofas Gvtarra 400 g.,8.45,21.12,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,GVTARRA,KILO,Carrefour,21.12
Crema facial de caléndula Weleda 50 ml.,8.45,16.901,bebe,Cuidado facial y corporal,perfumeria e higiene,,100 ML,Carrefour,16.901
Queso de oveja curado infierno Vega Sotuelamos 200 g.,8.45,42.25,productos frescos,Charcutería y quesos,quesos,VEGA SOTUELAMOS,KILO,Carrefour,42.25
Protos Seleccion Rosado 2022,8.45,8.45,bebidas,Bodega,vinos,PROTOS,UNIDAD,Carrefour,8.45
Chupetes Soothies de silicona 0-6 meses niña Philips Avent 2 ud.,8.45,8.45,bebe,Bebé,puericultura,,UNIDAD,Carrefour,8.45
Café molido descafeinado Illy bote 250 g.,8.45,33.8,la despensa,"Cacao, café e infusiones",desayuno,ILLY,KILO,Carrefour,33.8
Filete 1ªA Tapa o Contra de Añojo Calidad y Origen Carrefour 500 g aprox,8.44,0.0,productos frescos,Carne,carniceria,CIRCULO CALIDAD,No especificado,Carrefour,0.0
Filetes 1ªA Cadera o Babilla de Añojo Calidad y Origen Carrefour 500 g aprox,8.44,0.0,productos frescos,Carne,carniceria,,No especificado,Carrefour,0.0
Cerveza San Miguel especial Lager pack de 12 latas de 33 cl.,8.4,2.12,bebidas,Bodega,cerveza,,LITRO,Carrefour,2.12
Queso de oveja viejo Gran Capitán cuña 250 g.,8.39,33.56,productos frescos,Charcutería y quesos,quesos,GRAN CAPITAN,KILO,Carrefour,33.56
Lomo de Vacuno a la Piedra Carrefour El Mercado 500 g aprox,8.39,0.0,productos frescos,Carne,carniceria,MERCADO,No especificado,Carrefour,0.0
Dentífrico protección bucodental integral de dientes y encías triple acción Lacer Oros 125 ml.,8.39,6.711,parafarmacia,Cuidado facial y corporal,higiene bucal,,100 ML,Carrefour,6.711
Queso de cabra tierno ecológico Arte y Sabor 300 g,8.39,27.97,productos frescos,Charcutería y quesos,quesos,ARTE SABOR,KILO,Carrefour,27.97
Foi Gras 100% Vegetal Foodys sin gluten 150 g,8.39,55.93,productos frescos,Charcutería y quesos,charcuteria,RIO,KILO,Carrefour,55.93
Café grano natural Abbantia 1 kg.,8.39,8.39,la despensa,"Cacao, café e infusiones",desayuno,ABBANTIA,KILO,Carrefour,8.39
Signoria Dei Dogi Blanco Extra Seco Blanco,8.39,8.39,bebidas,Bodega,vinos,SIGNORIA DEI,UNIDAD,Carrefour,8.39
Atún en aceite de oliva 650 g.,8.39,12.91,la despensa,"Aceite, especias y salsas",conservas sopas y precocinados,PRODUCTO BLANCO,KILO,Carrefour,12.91
Piñones pelados ecológicos Medina 100 g.,8.39,83.9,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,83.9
Compresas para incontinencia normal Discreet Tena 24 ud.,8.39,0.35,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,UNIDAD,Carrefour,0.35
Limpiacristales con Mopa  CARREFOUR,8.39,8.39,limpieza y hogar,Limpieza y hogar,utensilios de limpieza,,UNIDAD,Carrefour,8.39
Gambón argentino pelado Mares del Sur 250 g.,8.39,33.56,congelados,Congelados,mariscos congelados,MARES DEL,KILO,Carrefour,33.56
Jamón de Cebo de Campo Ibérico 50% Raza Ibérica en lonchas Ibersierra sin gluten y sin lactosa 100 g,8.39,83.9,productos frescos,Charcutería y quesos,charcuteria,IBERSIERRA,KILO,Carrefour,83.9
Dentífrico Sensitive Professional Elmex 75 ml.,8.39,11.191,parafarmacia,Cuidado facial y corporal,higiene bucal,,100 ML,Carrefour,11.191
Bálsamo de vientre The Beemine Lab 15 ml.,8.39,55.931,parafarmacia,botiquin,botiquin,,100 ML,Carrefour,55.931
Colágeno con magnesio en comprimidos Ana María Lajusticia sin gluten 180 ud.,8.39,2.801,parafarmacia,Fitoterapia y parafarmacia,nutricion y dietetica,,100 GR,Carrefour,2.801
Eritritol ecológico Carrefour Bio 500 g.,8.39,16.78,la despensa,Cereales y galletas,desayuno,CARREFOUR,KILO,Carrefour,16.78
Helado minitarrinas Delight Collection Haagen-Dazs 4 ud.,8.39,2.1,congelados,Congelados,helados,,UNIDAD,Carrefour,2.1
After shave loción The Genuine Floid 150 ml.,8.39,5.591,perfumeria e higiene,Cuidado facial y corporal,depilacion y afeitado,,100 ML,Carrefour,5.591
Redondo de añojo Calidad y Origen  Carrefour 500 g aprox,8.39,16.79,productos frescos,Carne,carniceria,,KILO,Carrefour,16.79
Costilla de añojo Calidad y Origen Carrefour 450 g aprox,8.37,13.95,productos frescos,Carne,carniceria,,KILO,Carrefour,13.95
Rosada en filete 600 g aprox,8.37,13.95,productos frescos,Marisco y pescado,pescaderia,,KILO,Carrefour,13.95
Dorada Círculo de Calidad 600 g aprox,8.37,13.95,productos frescos,Marisco y pescado,pescaderia,,KILO,Carrefour,13.95
Queso de Cabra Semicurado Carrefour Clasicc 400 g aprox,8.36,20.89,productos frescos,Charcutería y quesos,quesos,CARREFOUR,KILO,Carrefour,20.89
Cerveza Victoria de Málaga pack de 12 latas de 33 cl.,8.35,2.11,bebidas,Bodega,cerveza,,LITRO,Carrefour,2.11
Lomo de bacalao al punto de sal congelado Carrefour 400 g,8.35,20.87,congelados,Cuidado facial y corporal,pescados congelados,CARREFOUR,KILO,Carrefour,20.87
Miel de Galicia con eucalipto De Nuestra Tierra 500 g.,8.35,16.7,la despensa,"Azúcar, caramelos y chocolate",dulce,NUESTRA TIERRA,KILO,Carrefour,16.7
Serum purificante pre-champú hialurónico pure Elvive L'Oréal Paris 100 ml.,8.35,8.351,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,8.351
LIMPIAV.VITROCLEN PIST. 450ML,8.35,18.56,limpieza y hogar,Limpieza y hogar,productos para cocina,,LITRO,Carrefour,18.56
Aceite de oliva virgen extra Oda a Nuestra Tierra nº 5 Maestros de Hojiblanca 500 ml.,8.35,16.7,la despensa,"Aceite, especias y salsas",alimentacion,MAESTROS HOJIBLANCA,LITRO,Carrefour,16.7
Agua de mar Sinusitis Stérimar 20 ml.,8.35,41.751,parafarmacia,Fitoterapia y parafarmacia,botiquin,,100 ML,Carrefour,41.751
Aceite capilar protector de queratina con vitamina E Repara & Protege Pantene Pro-V 100 ml.,8.35,8.351,perfumeria e higiene,"Aceite, especias y salsas",cabello,,100 ML,Carrefour,8.351
Champú extracto quinina Xensium 500 ml.,8.35,1.671,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,1.671
Chorizo ibérico ristra Embutidos Nejosa pieza 700 g aprox,8.35,11.93,productos frescos,Charcutería y quesos,charcuteria,,KILO,Carrefour,11.93
Medallón de Babilla de Vacuno Angus Carrefour Selection 400 g aprox,8.32,20.8,productos frescos,Carne,carniceria,CARREFOUR,KILO,Carrefour,20.8
Té Earl Grey Twinings 100 g.,8.29,82.9,la despensa,"Cacao, café e infusiones",desayuno,TWININGS,KILO,Carrefour,82.9
Compresas para incontinencia de orina extra seguridad maxi Discreet Ausonia 16 ud.,8.29,0.52,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,UNIDAD,Carrefour,0.52
Tinte retoca raíces spray instantáneo negro Magic Retouch  L'Oreal Paris 75 ml.,8.29,8.29,perfumeria e higiene,Cuidado facial y corporal,cabello,,UNIDAD,Carrefour,8.29
Mechas radiantes M1 Nordic Blonde Schwarzkopf 1 ud.,8.29,8.29,perfumeria e higiene,Cuidado del cabello,cabello,,UNIDAD,Carrefour,8.29
Galletas de mantequilla Shortbread Reserve Campbells 210 g.,8.29,39.48,la despensa,Cereales y galletas,desayuno,CAMPBELLS,KILO,Carrefour,39.48
Tónico capilar azul Ronquina Kesmar 1 l.,8.29,0.831,parafarmacia,Bodega,cabello,,100 ML,Carrefour,0.831
Eritritol ecológico Naturgreen 500 g.,8.29,16.58,la despensa,Cereales y galletas,desayuno,NATURGREEN,KILO,Carrefour,16.58
Té English Breakfast Twinings 100 g.,8.29,82.9,la despensa,"Cacao, café e infusiones",desayuno,TWININGS,KILO,Carrefour,82.9
"Granola natural de cacao, coco y quinoa ecológica Natural Athlete 325 g.",8.29,25.51,la despensa,"Arroz, legumbres y pasta",desayuno,NATURAL ATHELE,KILO,Carrefour,25.51
Jabón líquido Multidermol 750 ml.,8.29,1.111,parafarmacia,Cuidado facial y corporal,cuidado corporal,,100 ML,Carrefour,1.111
Gel Multidermol 750 ml.,8.29,1.111,parafarmacia,Cuidado facial y corporal,cuidado corporal,,100 ML,Carrefour,1.111
Pants para incontinencia de orina normal talla L Absodys Carrefour 8 ud.,8.25,1.03,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,UNIDAD,Carrefour,1.03
Pants para incontinencia de orina normal talla M Absodys Carrefour 8 ud.,8.25,1.03,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,UNIDAD,Carrefour,1.03
"Granola natural de arándano, amaranto y cardamomo ecológica Natural Athlete 325 g.",8.25,25.38,la despensa,Cereales y galletas,desayuno,NATURAL ATHELE,KILO,Carrefour,25.38
Chorizo extra cular picante Ezequiel sin gluten y sin lactosa 400 g aprox,8.25,16.5,productos frescos,Charcutería y quesos,charcuteria,,KILO,Carrefour,16.5
Caldo natural de pollo bajo en sal Aneto sin gluten y sin lactosa pack de 2 briks de 1 l.,8.25,4.12,la despensa,"Aceite, especias y salsas",conservas sopas y precocinados,ANETO,LITRO,Carrefour,4.12
Salchichón cular curado Ezequiel sin gluten y sin lactosa 400 g,8.25,16.5,productos frescos,"Aceite, especias y salsas",charcuteria,,KILO,Carrefour,16.5
Queso de oveja con anchoas del cantábrico Vega Sotuelamos cuña 200 g.,8.25,37.5,productos frescos,Charcutería y quesos,quesos,VEGA SOTUELAMOS,KILO,Carrefour,37.5
Cerveza negra 1906 Black Coupage pack 6 botellas 33 cl.,8.25,4.17,bebidas,Bodega,cerveza,,LITRO,Carrefour,4.17
Caldo natural de verduras Aneto sin gluten y sin lactosa pack de 2 briks de 1 l.,8.25,4.12,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,ANETO,LITRO,Carrefour,4.12
Foie gras de pato con trozos Martiko sin gluten sin lactosa pack de 2 unidades de 40 g.,8.25,103.12,productos frescos,Charcutería y quesos,charcuteria,MARTIKO,KILO,Carrefour,103.12
Gel dermatológico ph 5.5 con colágeno y lipo-proteinas Inibsa pack de 2 unidades de 1 l.,8.25,0.411,parafarmacia,Cuidado facial y corporal,cuidado corporal,,100 ML,Carrefour,0.411
Abrillantador para lavavajillas Finish Powerball 800 ml.,8.25,10.31,limpieza y hogar,Limpieza y hogar,productos para cocina,,LITRO,Carrefour,10.31
Chocolate relleno de caramelo y avellanas Milka pack 2 unidades de 300 g.,8.25,13.75,la despensa,"Azúcar, caramelos y chocolate",dulce,MILKA,KILO,Carrefour,13.75
Caldo natural de pollo Aneto sin gluten y sin lactosa pack de 2 briks de 1 l.,8.25,4.12,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,ANETO,LITRO,Carrefour,4.12
Chorizo y salchichón ibérico velita curados sin gluten y sin lactosa 400 g,8.25,20.62,productos frescos,"Aceite, especias y salsas",charcuteria,,KILO,Carrefour,20.62
Papel de cocina Paratodo Colhogar 4 rollos,8.25,2.06,limpieza y hogar,Limpieza y hogar,papel y celulosa,,UNIDAD,Carrefour,2.06
Queso de oveja viejo con romero Carrefour Selección cuña 220 g,8.25,37.5,productos frescos,Charcutería y quesos,quesos,CARREFOUR,KILO,Carrefour,37.5
"Queso puro de oveja añejo 12 meses curación Pok cuña 1/8, 330 g aprox",8.22,24.9,productos frescos,Charcutería y quesos,quesos,,KILO,Carrefour,24.9
Dentífrico antiplaca y anticaries de uso diario con flúor Lacer 200 ml.,8.19,4.101,parafarmacia,Cuidado facial y corporal,higiene bucal,,100 ML,Carrefour,4.101
Leche fermentada líquida natural Danone Danacol sin gluten y sin azúcar añadido pack de 14 unidades de 100 g.,8.19,5.85,la despensa,Postres y yogures,yogures y postres,DANACOL,KILO,Carrefour,5.85
Neceser Ponette 1 ud.,8.19,8.19,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,,UNIDAD,Carrefour,8.19
Queso de oveja viejo Flor de Esgueva cuña 250 g.,8.19,32.76,productos frescos,Charcutería y quesos,quesos,FLOR ESGUEVA,KILO,Carrefour,32.76
Leche fermentada líquida de fresa sin azúcar añadido Danone Danacol pack de 14 unidades de 100 g.,8.19,5.85,la despensa,Postres y yogures,yogures y postres,DANACOL,KILO,Carrefour,5.85
Kombucha frutos rojos ecológica Komvida sin gluten 75 cl.,8.15,10.87,bebidas,Agua y refrescos,refrescos,KOMVIDA,LITRO,Carrefour,10.87
Surtido de helados Caramel Collection Häagen-Dazs 4 ud.,8.15,25.39,congelados,Congelados,helados,,KILO,Carrefour,25.39
Kombucha té verde ecológica Komvida sin gluten 75 cl.,8.15,10.87,bebidas,"Cacao, café e infusiones",refrescos,,LITRO,Carrefour,10.87
After shave bálsamo Sensitive Pro Ultra-Calming Nivea Men 100 ml.,8.15,8.151,perfumeria e higiene,Cuidado facial y corporal,depilacion y afeitado,,100 ML,Carrefour,8.151
Paleta de cebo campo ibérico 50% raza ibérica cortado a cuchillo Melquiades 100 g,8.15,81.5,productos frescos,Charcutería y quesos,charcuteria,,KILO,Carrefour,81.5
Papel de aluminio Albal 50 metros.,8.15,0.16,limpieza y hogar,Limpieza y hogar,conservacion de alimentos,,METRO,Carrefour,0.16
Dentífrico ortodoncia lima fresca Ortolacer 125 ml.,8.15,6.521,parafarmacia,Cuidado facial y corporal,higiene bucal,,100 ML,Carrefour,6.521
Chocolate suizo con leche y avellanas premium Lindt 300 g.,8.15,27.17,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,27.17
Filetes de bacalao congelados Dimar 400 g.,8.15,22.64,congelados,Cuidado facial y corporal,pescados congelados,DIMAR,KILO,Carrefour,22.64
"Chocolate suizo con leche, pasas y avellanas Lindt 300 g.",8.15,27.17,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,27.17
Chocolate suizo con leche premium Lindt 300 g.,8.15,27.17,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,27.17
Chocolate negro con almendras y naranja Lindt Premium 300 g.,8.15,27.17,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,27.17
Chocolate negro con almendras enteras Lindt 300 g.,8.15,27.17,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,27.17
Protos Verdejo Blanco 2022,8.15,0.0,bebidas,Bodega,vinos,PROTOS,No especificado,Carrefour,0.0
Cafeína con taurina en cápsulas Vive+ sin gluten 30 ud.,8.15,50.941,la despensa,"Salsas, pasta y refrescos",alimentacion,VIVEPLUS,100 GR,Carrefour,50.941
Chocolate suizo con leche y almendras enteras premium Lindt 300 g.,8.15,27.17,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,27.17
Crema Vientre reductor y reafirmante Tyalocare 225 ml.,8.15,3.621,parafarmacia,Cuidado facial y corporal,cuidado corporal,,100 ML,Carrefour,3.621
Queso rallado mozzarella Miraflores 500 g.,8.15,16.3,productos frescos,Charcutería y quesos,quesos,MIRAFLORES REFRIGERADO,KILO,Carrefour,16.3
Papel higiénico compact doble rollo Carrefour 24 rollos.,8.15,0.34,limpieza y hogar,Limpieza y hogar,papel y celulosa,,UNIDAD,Carrefour,0.34
Queso mini de cabra al pimentón Carrefour Extra 400 g,8.15,20.37,productos frescos,"Aceite, especias y salsas",quesos,CARREFOUR,KILO,Carrefour,20.37
Filete de añojo Calidad y Origen Carrefour 500 g aprox,8.12,16.25,productos frescos,Carne,carniceria,,KILO,Carrefour,16.25
Loción camomila aclarante cabello rubio natural Intea 100 ml.,8.09,8.091,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,8.091
Colutorio Clorhexidina Lacer 500 ml.,8.09,1.621,parafarmacia,Fitoterapia y parafarmacia,higiene bucal,,100 ML,Carrefour,1.621
Café en grano mezcla Carrefour 1 kg.,8.09,8.09,la despensa,"Cacao, café e infusiones",desayuno,,KILO,Carrefour,8.09
Lomo de Cebo Ibérico 50% Raza Ibérica al corte Boadas 1880 sin gluten 90 g,8.09,89.89,productos frescos,Charcutería y quesos,charcuteria,,KILO,Carrefour,89.89
Cava Codorníu brut reserva 75 cl.,8.09,8.09,bebidas,Bodega,cava y champagne,,UNIDAD,Carrefour,8.09
Aceite de oliva virgen extra Carrefour 750 ml.,8.09,10.79,la despensa,"Aceite, especias y salsas",alimentacion,CARREFOUR,LITRO,Carrefour,10.79
Tomate frito gourmet estilo Kikí 350 g.,8.09,23.11,la despensa,"Aceite, especias y salsas",alimentacion,,KILO,Carrefour,23.11
Cacao soluble con frutas y cereales Cola Cao Complet 750 g.,8.09,10.79,la despensa,"Cacao, café e infusiones",desayuno,COLA CAO,KILO,Carrefour,10.79
Desodorante roll-on 0% aluminio Eucerin 50 ml.,8.09,16.181,parafarmacia,Cuidado facial y corporal,cuidado corporal,,100 ML,Carrefour,16.181
Paleta de Cebo de Campo Ibérica 50% Raza Ibérica en lonchas Ibersierra sin gluten y sin lactosa 100 g,8.09,80.9,productos frescos,Charcutería y quesos,charcuteria,IBERSIERRA,KILO,Carrefour,80.9
Costillas de cerdo a las finas hierbas Carrefour 900 g aprox,8.09,8.99,productos frescos,Carne,carniceria,CARREFOUR,KILO,Carrefour,8.99
Caldo casero de pollo Gallina Blanca sin gluten pack de 4 brik de 1 l.,8.09,2.02,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,GALLINA BLANCA,LITRO,Carrefour,2.02
Lavavajillas máquina Todo en 1 en pastillas ecológico Frosch 30 ud.,8.09,0.27,limpieza y hogar,Limpieza y hogar,productos para cocina,,LAVADO,Carrefour,0.27
Crema de avellanas y cacao Natruly sin gluten 300 g.,8.09,26.97,la despensa,"Azúcar, caramelos y chocolate",dulce,,KILO,Carrefour,26.97
Solomillo de cerdo Extratiernos ElPozo 750 g aprox,8.06,10.75,productos frescos,Carne,carniceria,PRODUCTO MARINADO,KILO,Carrefour,10.75
